Train_Indices,Validation_Indices,Test_Indices
1922,4812.0,5700.0
1923,4820.0,5707.0
1924,4825.0,5712.0
1925,4828.0,5716.0
1926,4832.0,5718.0
1927,4856.0,5722.0
1933,4857.0,5726.0
1935,4859.0,5730.0
1936,4861.0,5731.0
1938,4862.0,5734.0
1939,4867.0,5739.0
1940,4870.0,5749.0
1941,4880.0,5757.0
1942,4881.0,5758.0
1943,4885.0,5763.0
1944,4886.0,5764.0
1950,4888.0,5767.0
1952,4891.0,5771.0
1953,4893.0,5781.0
1954,4896.0,5782.0
1959,4906.0,5785.0
1960,4912.0,5786.0
1964,4913.0,5791.0
1966,4919.0,5810.0
1967,4934.0,5815.0
1969,4935.0,5820.0
1970,4940.0,5824.0
1971,4942.0,5837.0
1973,4946.0,5848.0
1974,4947.0,5849.0
1975,4951.0,5854.0
1977,4952.0,5870.0
1978,4953.0,5873.0
1979,4955.0,5875.0
1981,4963.0,5880.0
1982,4966.0,5886.0
1983,4967.0,5888.0
1986,4970.0,5892.0
1987,4975.0,5893.0
1988,4982.0,5899.0
1989,4985.0,5900.0
1991,4987.0,5905.0
1992,4994.0,5908.0
1993,4997.0,5910.0
1994,4999.0,5915.0
1996,5001.0,5920.0
1998,5019.0,5921.0
2000,5021.0,5928.0
2001,5025.0,5938.0
2002,5027.0,5941.0
2003,5036.0,5952.0
2006,5037.0,5953.0
2007,5044.0,5958.0
2009,5050.0,5960.0
2010,5056.0,5973.0
2011,5061.0,5982.0
2013,5065.0,5983.0
2015,5068.0,5993.0
2018,5074.0,5998.0
2020,5075.0,6000.0
2021,5082.0,6001.0
2022,5090.0,6002.0
2023,5093.0,6006.0
2024,5095.0,6010.0
2025,5108.0,6012.0
2026,5111.0,6015.0
2027,5127.0,6023.0
2028,5128.0,6024.0
2031,5131.0,6031.0
2033,5133.0,6032.0
2035,5134.0,6033.0
2040,5139.0,6040.0
2041,5143.0,6049.0
2042,5146.0,6056.0
2045,5153.0,6060.0
2046,5169.0,6062.0
2047,5175.0,6065.0
2049,5177.0,6066.0
2054,5178.0,6068.0
2061,5179.0,6071.0
2062,5186.0,6088.0
2065,5188.0,6094.0
2066,5193.0,6109.0
2072,5195.0,6114.0
2073,5200.0,6117.0
2075,5203.0,6118.0
2079,5208.0,6119.0
2080,5209.0,6121.0
2081,5214.0,6134.0
2082,5216.0,6140.0
2087,5218.0,6147.0
2088,5221.0,6149.0
2090,5222.0,6152.0
2091,5224.0,6153.0
2092,5237.0,6157.0
2094,5243.0,6158.0
2096,5248.0,6161.0
2099,5249.0,6169.0
2100,5252.0,6173.0
2101,5254.0,6175.0
2104,5255.0,6179.0
2105,5263.0,6189.0
2108,5269.0,6195.0
2110,5275.0,6199.0
2115,5283.0,6211.0
2118,5285.0,6212.0
2119,5292.0,6219.0
2123,5296.0,6222.0
2124,5304.0,6229.0
2125,5308.0,6235.0
2127,5309.0,6247.0
2128,5315.0,6257.0
2130,5324.0,6259.0
2132,5338.0,6261.0
2133,5345.0,6266.0
2134,5348.0,6268.0
2135,5349.0,6273.0
2136,5351.0,6278.0
2139,5353.0,6283.0
2141,5368.0,6285.0
2142,5371.0,6287.0
2144,5375.0,6292.0
2145,5382.0,6293.0
2147,5383.0,6303.0
2148,5388.0,6307.0
2151,5395.0,6308.0
2153,5418.0,6310.0
2155,5431.0,6319.0
2156,5441.0,6321.0
2157,5442.0,6323.0
2158,5446.0,6325.0
2159,5447.0,6326.0
2161,5448.0,6327.0
2164,5450.0,6333.0
2165,5451.0,6345.0
2166,5455.0,6351.0
2167,5462.0,6355.0
2168,5464.0,6364.0
2169,5471.0,6366.0
2170,5482.0,6367.0
2171,5490.0,6370.0
2173,5493.0,6378.0
2178,5498.0,6385.0
2180,5500.0,6389.0
2182,5504.0,6393.0
2183,5511.0,6402.0
2184,5515.0,6403.0
2185,5523.0,6408.0
2186,5527.0,6411.0
2187,5534.0,6424.0
2188,5536.0,6427.0
2189,5538.0,6430.0
2191,5554.0,6432.0
2193,5555.0,6436.0
2195,5560.0,6440.0
2196,5562.0,6444.0
2197,5566.0,6446.0
2202,5567.0,6447.0
2203,5568.0,6453.0
2204,5571.0,6458.0
2205,5572.0,6459.0
2206,5573.0,6460.0
2207,5579.0,6461.0
2209,5584.0,6468.0
2210,5587.0,6469.0
2211,5596.0,6470.0
2214,5600.0,6471.0
2220,5616.0,6472.0
2221,5624.0,6478.0
2222,5642.0,6482.0
2223,5645.0,6492.0
2225,5646.0,6505.0
2226,5652.0,6507.0
2227,5661.0,6523.0
2228,5672.0,6527.0
2229,5673.0,6531.0
2230,5674.0,6535.0
2232,5685.0,6553.0
2233,5689.0,6557.0
2236,5699.0,6560.0
2237,5704.0,6564.0
2239,5706.0,6566.0
2240,5709.0,6574.0
2241,5710.0,6575.0
2244,5714.0,6582.0
2245,5719.0,6593.0
2247,5724.0,6598.0
2248,5725.0,6601.0
2250,5745.0,6605.0
2251,5751.0,6606.0
2252,5753.0,6608.0
2253,5765.0,6614.0
2255,5773.0,6615.0
2256,5779.0,6616.0
2258,5784.0,6618.0
2259,5798.0,6620.0
2260,5801.0,6626.0
2261,5803.0,6627.0
2263,5807.0,6630.0
2265,5808.0,6632.0
2266,5811.0,6636.0
2268,5812.0,6639.0
2270,5813.0,6644.0
2271,5817.0,6649.0
2274,5819.0,6651.0
2276,5823.0,6657.0
2278,5826.0,6665.0
2279,5830.0,6671.0
2280,5832.0,6680.0
2282,5838.0,6683.0
2284,5846.0,6684.0
2285,5850.0,6689.0
2286,5851.0,6695.0
2287,5852.0,6696.0
2289,5858.0,6704.0
2290,5859.0,6715.0
2291,5860.0,6724.0
2293,5863.0,6725.0
2294,5877.0,6740.0
2296,5881.0,6741.0
2297,5882.0,6743.0
2298,5883.0,6748.0
2300,5884.0,6758.0
2301,5885.0,6759.0
2302,5891.0,6764.0
2306,5901.0,6774.0
2307,5902.0,6777.0
2310,5904.0,6778.0
2311,5907.0,6779.0
2313,5913.0,6784.0
2314,5922.0,6798.0
2316,5924.0,6809.0
2317,5925.0,6814.0
2318,5929.0,6820.0
2319,5931.0,6821.0
2320,5932.0,6826.0
2322,5937.0,6827.0
2323,5942.0,6829.0
2324,5944.0,6833.0
2325,5945.0,6836.0
2326,5948.0,6837.0
2329,5949.0,6841.0
2332,5957.0,6847.0
2333,5959.0,6850.0
2335,5961.0,6853.0
2336,5963.0,6854.0
2337,5968.0,6861.0
2340,5971.0,6863.0
2341,5977.0,6864.0
2343,5994.0,6866.0
2345,5996.0,6867.0
2348,6005.0,6873.0
2349,6014.0,6882.0
2350,6016.0,6884.0
2352,6019.0,6904.0
2353,6020.0,6907.0
2354,6022.0,6917.0
2355,6026.0,6921.0
2358,6039.0,6922.0
2359,6047.0,6923.0
2362,6048.0,6932.0
2366,6050.0,6934.0
2368,6051.0,6938.0
2369,6053.0,6948.0
2372,6054.0,6954.0
2373,6055.0,6959.0
2375,6070.0,6975.0
2376,6075.0,6981.0
2383,6076.0,6986.0
2389,6077.0,7009.0
2390,6080.0,7012.0
2391,6089.0,7022.0
2395,6093.0,7024.0
2397,6098.0,7026.0
2399,6100.0,7027.0
2401,6101.0,7029.0
2402,6104.0,7032.0
2404,6106.0,7043.0
2405,6108.0,7048.0
2406,6111.0,7051.0
2408,6112.0,7052.0
2410,6113.0,7060.0
2411,6115.0,7070.0
2412,6123.0,7081.0
2413,6128.0,7083.0
2415,6129.0,7087.0
2418,6130.0,7088.0
2419,6160.0,7094.0
2421,6165.0,7096.0
2424,6166.0,7100.0
2425,6181.0,7103.0
2427,6182.0,7106.0
2432,6197.0,7110.0
2433,6201.0,7122.0
2435,6203.0,7132.0
2436,6208.0,7136.0
2438,6218.0,7141.0
2439,6224.0,7142.0
2440,6231.0,7143.0
2441,6233.0,7151.0
2442,6236.0,7164.0
2443,6238.0,7165.0
2445,6239.0,7168.0
2449,6240.0,7169.0
2451,6243.0,7173.0
2452,6246.0,7174.0
2453,6256.0,7177.0
2455,6260.0,7180.0
2456,6262.0,7186.0
2457,6267.0,7188.0
2458,6275.0,7191.0
2459,6276.0,7197.0
2460,6286.0,7201.0
2461,6288.0,7206.0
2462,6289.0,7209.0
2464,6290.0,7211.0
2465,6298.0,7216.0
2466,6301.0,7221.0
2468,6304.0,7226.0
2469,6305.0,7227.0
2470,6306.0,7231.0
2472,6312.0,7247.0
2474,6314.0,7254.0
2478,6317.0,7258.0
2479,6324.0,7263.0
2480,6328.0,7264.0
2482,6329.0,7265.0
2483,6332.0,7274.0
2484,6336.0,7277.0
2486,6343.0,7280.0
2487,6346.0,7282.0
2490,6348.0,7296.0
2491,6352.0,7299.0
2492,6353.0,7301.0
2493,6357.0,7302.0
2494,6358.0,7305.0
2495,6368.0,7307.0
2497,6372.0,7308.0
2500,6374.0,7309.0
2501,6377.0,7311.0
2502,6380.0,7318.0
2505,6386.0,7324.0
2506,6391.0,7326.0
2510,6396.0,7329.0
2514,6397.0,7334.0
2515,6399.0,7342.0
2518,6401.0,7343.0
2519,6406.0,7344.0
2521,6410.0,7348.0
2523,6413.0,7353.0
2525,6415.0,7354.0
2526,6437.0,7356.0
2527,6438.0,7357.0
2528,6451.0,7359.0
2529,6462.0,7360.0
2530,6473.0,7368.0
2532,6474.0,7369.0
2533,6476.0,7383.0
2535,6477.0,7402.0
2536,6479.0,7412.0
2537,6489.0,7414.0
2538,6499.0,7419.0
2539,6500.0,7421.0
2540,6517.0,7430.0
2542,6518.0,7433.0
2545,6519.0,7436.0
2546,6528.0,7453.0
2547,6530.0,7457.0
2549,6538.0,7462.0
2550,6542.0,7463.0
2551,6547.0,7464.0
2554,6548.0,7468.0
2555,6563.0,7479.0
2556,6565.0,7480.0
2559,6567.0,7481.0
2560,6570.0,7492.0
2561,6573.0,7493.0
2562,6577.0,7494.0
2563,6583.0,7498.0
2564,6592.0,7500.0
2565,6597.0,7503.0
2566,6599.0,7504.0
2567,6602.0,7510.0
2568,6611.0,7513.0
2571,6619.0,7516.0
2572,6622.0,7519.0
2573,6623.0,7522.0
2574,6625.0,7523.0
2575,6629.0,7527.0
2577,6634.0,7532.0
2578,6638.0,7534.0
2579,6641.0,7537.0
2580,6643.0,7542.0
2581,6654.0,7545.0
2583,6658.0,7553.0
2585,6660.0,7556.0
2587,6662.0,7558.0
2589,6663.0,7564.0
2591,6666.0,7567.0
2592,6672.0,7569.0
2594,6675.0,7572.0
2595,6678.0,7573.0
2598,6685.0,7576.0
2600,6687.0,7577.0
2602,6698.0,7582.0
2604,6700.0,7583.0
2605,6702.0,7589.0
2607,6707.0,7592.0
2608,6708.0,7593.0
2610,6710.0,7595.0
2612,6717.0,7599.0
2613,6728.0,7607.0
2614,6737.0,7609.0
2615,6744.0,7610.0
2616,6751.0,7615.0
2617,6753.0,7627.0
2618,6765.0,7636.0
2620,6770.0,7642.0
2621,6771.0,7651.0
2623,6772.0,7652.0
2624,6783.0,7664.0
2625,6791.0,7665.0
2627,6794.0,7669.0
2628,6796.0,7679.0
2629,6801.0,7686.0
2632,6803.0,7689.0
2633,6824.0,7692.0
2635,6835.0,7695.0
2638,6838.0,7697.0
2639,6839.0,7700.0
2640,6843.0,7701.0
2641,6845.0,7717.0
2642,6846.0,7729.0
2643,6851.0,7731.0
2646,6852.0,7732.0
2647,6865.0,7733.0
2648,6878.0,7746.0
2649,6886.0,7748.0
2650,6900.0,7756.0
2651,6918.0,7760.0
2652,6924.0,7767.0
2654,6937.0,7770.0
2655,6939.0,7771.0
2657,6942.0,7781.0
2659,6962.0,7783.0
2660,6963.0,7784.0
2661,6964.0,7785.0
2663,6969.0,7786.0
2667,6970.0,7793.0
2668,6972.0,7797.0
2669,6976.0,7798.0
2670,6982.0,7802.0
2672,6983.0,7814.0
2674,6987.0,7817.0
2675,6996.0,7828.0
2676,6998.0,7831.0
2677,6999.0,7833.0
2679,7002.0,7836.0
2684,7003.0,7846.0
2685,7004.0,7850.0
2686,7007.0,7853.0
2687,7008.0,7861.0
2690,7025.0,7867.0
2694,7028.0,7871.0
2698,7037.0,7884.0
2699,7039.0,7886.0
2700,7041.0,7890.0
2701,7042.0,7892.0
2702,7044.0,7893.0
2703,7049.0,7895.0
2704,7053.0,7900.0
2706,7057.0,7906.0
2707,7069.0,7911.0
2708,7080.0,7912.0
2709,7085.0,7914.0
2710,7086.0,7917.0
2712,7091.0,7920.0
2714,7095.0,7924.0
2715,7098.0,7931.0
2716,7099.0,7933.0
2719,7102.0,7934.0
2720,7104.0,7935.0
2721,7109.0,7937.0
2724,7116.0,7939.0
2728,7117.0,7941.0
2731,7125.0,7952.0
2732,7126.0,7958.0
2733,7129.0,7966.0
2734,7133.0,7968.0
2735,7144.0,7969.0
2736,7154.0,7973.0
2738,7160.0,7975.0
2739,7162.0,7979.0
2740,7167.0,7981.0
2742,7171.0,7984.0
2747,7179.0,7999.0
2748,7194.0,8004.0
2749,7196.0,8007.0
2750,7202.0,8014.0
2754,7203.0,8022.0
2757,7205.0,8024.0
2758,7208.0,8036.0
2759,7212.0,8038.0
2760,7219.0,8039.0
2761,7234.0,8042.0
2762,7243.0,8052.0
2763,7244.0,8056.0
2764,7245.0,8060.0
2767,7249.0,8062.0
2768,7255.0,8072.0
2770,7256.0,8079.0
2773,7261.0,8093.0
2775,7268.0,8099.0
2777,7279.0,8100.0
2778,7287.0,8104.0
2782,7293.0,8111.0
2784,7295.0,8124.0
2785,7297.0,8126.0
2786,7303.0,8130.0
2787,7306.0,8138.0
2788,7312.0,8140.0
2789,7313.0,8142.0
2790,7314.0,8143.0
2791,7315.0,8150.0
2792,7316.0,8151.0
2793,7317.0,8154.0
2795,7332.0,8158.0
2797,7338.0,8162.0
2799,7340.0,8176.0
2800,7346.0,8181.0
2801,7349.0,8184.0
2803,7361.0,8185.0
2804,7366.0,8186.0
2806,7367.0,8189.0
2807,7384.0,8190.0
2809,7391.0,8206.0
2811,7392.0,8209.0
2813,7393.0,8210.0
2817,7400.0,8215.0
2818,7405.0,8226.0
2819,7413.0,8227.0
2823,7416.0,8231.0
2824,7426.0,8240.0
2827,7427.0,8242.0
2828,7432.0,8262.0
2829,7434.0,8267.0
2830,7438.0,8270.0
2831,7439.0,8272.0
2833,7441.0,8274.0
2836,7455.0,8276.0
2840,7456.0,8280.0
2841,7459.0,8282.0
2843,7460.0,8284.0
2847,7467.0,8293.0
2849,7476.0,8296.0
2851,7488.0,8297.0
2853,7489.0,8309.0
2855,7491.0,8322.0
2856,7507.0,8324.0
2857,7509.0,8326.0
2859,7521.0,8329.0
2860,7524.0,8334.0
2864,7526.0,8342.0
2865,7530.0,8346.0
2867,7531.0,8347.0
2869,7535.0,8370.0
2873,7539.0,8373.0
2875,7543.0,8374.0
2877,7544.0,8376.0
2880,7552.0,8378.0
2881,7555.0,8380.0
2882,7562.0,8381.0
2883,7568.0,8383.0
2888,7570.0,8395.0
2889,7571.0,8406.0
2891,7580.0,8413.0
2894,7581.0,8415.0
2895,7586.0,8416.0
2896,7602.0,8417.0
2898,7608.0,8430.0
2901,7618.0,8436.0
2902,7629.0,8438.0
2903,7632.0,8443.0
2905,7634.0,8450.0
2907,7643.0,8451.0
2908,7648.0,8463.0
2910,7649.0,8464.0
2911,7655.0,8466.0
2913,7667.0,8475.0
2914,7670.0,8477.0
2916,7674.0,8488.0
2917,7683.0,8490.0
2918,7702.0,8492.0
2919,7706.0,8494.0
2920,7711.0,8495.0
2921,7712.0,8507.0
2922,7716.0,8511.0
2925,7718.0,8512.0
2927,7719.0,8515.0
2929,7723.0,8520.0
2930,7740.0,8522.0
2931,7745.0,8526.0
2932,7751.0,8533.0
2935,7762.0,8534.0
2937,7766.0,8544.0
2939,7768.0,8551.0
2940,7769.0,8564.0
2943,7773.0,8567.0
2944,7776.0,8574.0
2946,7787.0,8577.0
2948,7789.0,8578.0
2950,7790.0,8580.0
2951,7791.0,8586.0
2955,7794.0,8592.0
2959,7799.0,8593.0
2962,7800.0,8606.0
2963,7810.0,8609.0
2965,7813.0,8610.0
2966,7818.0,8614.0
2967,7819.0,8621.0
2970,7820.0,8622.0
2971,7822.0,8624.0
2972,7842.0,8628.0
2974,7843.0,8629.0
2977,7848.0,8631.0
2978,7849.0,8633.0
2979,7857.0,8636.0
2981,7858.0,8643.0
2984,7859.0,8647.0
2986,7863.0,8663.0
2987,7865.0,8665.0
2988,7866.0,8667.0
2989,7869.0,8685.0
2990,7872.0,8689.0
2991,7875.0,8695.0
2992,7883.0,8701.0
2993,7889.0,8708.0
2994,7896.0,8714.0
2995,7897.0,8720.0
2998,7908.0,8724.0
3002,7909.0,8736.0
3004,7910.0,8737.0
3005,7918.0,8744.0
3006,7921.0,8747.0
3007,7930.0,8751.0
3008,7938.0,8752.0
3009,7940.0,8753.0
3010,7948.0,8757.0
3011,7949.0,8759.0
3012,7962.0,8760.0
3013,7971.0,8762.0
3014,7976.0,8768.0
3015,7980.0,8786.0
3017,7987.0,8793.0
3019,7992.0,8797.0
3021,8006.0,8798.0
3023,8008.0,8800.0
3025,8009.0,8810.0
3027,8017.0,8820.0
3028,8018.0,8824.0
3030,8028.0,8829.0
3032,8031.0,8832.0
3035,8034.0,8841.0
3037,8035.0,8843.0
3038,8041.0,8844.0
3043,8045.0,8855.0
3047,8046.0,8857.0
3049,8048.0,8861.0
3050,8051.0,8864.0
3057,8053.0,8865.0
3058,8054.0,8869.0
3059,8058.0,8871.0
3061,8063.0,8877.0
3062,8065.0,8878.0
3063,8067.0,8879.0
3064,8070.0,8882.0
3066,8078.0,8883.0
3068,8086.0,8892.0
3069,8087.0,8895.0
3072,8088.0,8898.0
3073,8089.0,8906.0
3074,8092.0,8910.0
3075,8097.0,8916.0
3076,8098.0,8920.0
3077,8107.0,8921.0
3078,8109.0,8925.0
3079,8110.0,8926.0
3080,8122.0,8935.0
3081,8123.0,8939.0
3082,8128.0,8950.0
3083,8129.0,8955.0
3084,8131.0,8969.0
3087,8135.0,8970.0
3091,8155.0,8971.0
3092,8156.0,8975.0
3094,8168.0,8980.0
3095,8170.0,8981.0
3097,8172.0,8983.0
3098,8174.0,8998.0
3099,8177.0,9008.0
3100,8187.0,9013.0
3101,8188.0,9016.0
3102,8193.0,9022.0
3103,8194.0,9025.0
3104,8198.0,9031.0
3105,8202.0,9033.0
3106,8205.0,9044.0
3108,8213.0,9050.0
3109,8218.0,9052.0
3110,8232.0,9054.0
3111,8234.0,9062.0
3112,8238.0,9063.0
3113,8239.0,9065.0
3114,8247.0,9077.0
3116,8251.0,9085.0
3118,8253.0,9100.0
3119,8255.0,9105.0
3121,8260.0,9108.0
3123,8263.0,9110.0
3124,8264.0,9115.0
3127,8268.0,9122.0
3128,8273.0,9126.0
3131,8277.0,9130.0
3132,8279.0,9133.0
3133,8281.0,9135.0
3134,8286.0,9139.0
3136,8287.0,9148.0
3139,8290.0,9154.0
3141,8292.0,9155.0
3144,8294.0,9159.0
3145,8298.0,9160.0
3146,8301.0,9172.0
3148,8304.0,9181.0
3149,8305.0,9186.0
3150,8307.0,9190.0
3151,8310.0,9193.0
3154,8313.0,9197.0
3155,8320.0,9198.0
3157,8321.0,9200.0
3159,8325.0,9206.0
3160,8330.0,9215.0
3161,8331.0,9221.0
3162,8333.0,9224.0
3164,8335.0,9225.0
3165,8343.0,9232.0
3167,8361.0,9241.0
3169,8362.0,9243.0
3170,8371.0,9244.0
3173,8377.0,9245.0
3177,8382.0,9248.0
3178,8384.0,9257.0
3179,8385.0,9266.0
3180,8386.0,9276.0
3181,8390.0,9279.0
3182,8396.0,9286.0
3184,8398.0,9287.0
3185,8408.0,9290.0
3186,8409.0,9297.0
3188,8422.0,9302.0
3191,8426.0,9303.0
3192,8440.0,9305.0
3196,8441.0,9309.0
3197,8444.0,9310.0
3199,8455.0,9311.0
3202,8457.0,9315.0
3203,8461.0,9322.0
3205,8462.0,9326.0
3206,8471.0,9328.0
3210,8472.0,9330.0
3211,8478.0,9337.0
3212,8480.0,9340.0
3213,8498.0,9341.0
3214,8499.0,9344.0
3216,8501.0,9352.0
3217,8503.0,9353.0
3218,8504.0,9354.0
3219,8506.0,9357.0
3221,8509.0,9365.0
3222,8513.0,9368.0
3226,8521.0,9380.0
3227,8525.0,9389.0
3228,8528.0,9396.0
3231,8537.0,9401.0
3233,8540.0,9404.0
3235,8546.0,9406.0
3239,8549.0,9418.0
3240,8550.0,9419.0
3241,8560.0,9421.0
3242,8563.0,9429.0
3243,8581.0,9432.0
3244,8590.0,9434.0
3245,8591.0,9440.0
3249,8597.0,9443.0
3252,8600.0,9449.0
3254,8612.0,9450.0
3256,8613.0,9451.0
3260,8619.0,9453.0
3261,8625.0,9461.0
3265,8634.0,9467.0
3267,8651.0,9470.0
3270,8652.0,9474.0
3272,8655.0,9481.0
3274,8659.0,9488.0
3275,8660.0,9512.0
3277,8661.0,9515.0
3278,8662.0,9517.0
3280,8668.0,9524.0
3281,8674.0,9526.0
3282,8694.0,9529.0
3285,8698.0,9530.0
3287,8706.0,9535.0
3288,8707.0,9543.0
3291,8709.0,9547.0
3293,8710.0,9552.0
3294,8712.0,9558.0
3295,8722.0,9568.0
3296,8725.0,9574.0
3297,8729.0,9590.0
3300,8731.0,9596.0
3301,8738.0,9597.0
3302,8755.0,9601.0
3306,8765.0,9606.0
3308,8770.0,9611.0
3309,8776.0,9613.0
3310,8780.0,9615.0
3311,8785.0,9620.0
3312,8787.0,9623.0
3314,8792.0,9628.0
3315,8801.0,9636.0
3316,8805.0,9638.0
3317,8806.0,9642.0
3321,8808.0,9643.0
3323,8811.0,9659.0
3324,8812.0,9663.0
3325,8813.0,9665.0
3326,8816.0,9668.0
3327,8819.0,9671.0
3330,8831.0,9672.0
3333,8833.0,9681.0
3334,8842.0,9682.0
3336,8858.0,9689.0
3337,8862.0,9690.0
3338,8873.0,9691.0
3341,8876.0,9695.0
3343,8890.0,9696.0
3344,8902.0,9700.0
3345,8912.0,9705.0
3346,8914.0,9711.0
3348,8927.0,9712.0
3355,8929.0,9714.0
3356,8940.0,9718.0
3359,8943.0,9722.0
3363,8947.0,9727.0
3364,8951.0,9730.0
3365,8958.0,9734.0
3368,8959.0,9737.0
3369,8960.0,9741.0
3370,8962.0,9744.0
3372,8973.0,9747.0
3373,8974.0,9748.0
3374,8987.0,9756.0
3375,8988.0,9763.0
3376,8994.0,9771.0
3377,8996.0,9774.0
3378,9000.0,9777.0
3379,9015.0,9782.0
3386,9017.0,9784.0
3389,9021.0,9788.0
3390,9032.0,9795.0
3391,9036.0,9796.0
3397,9037.0,9798.0
3398,9038.0,9805.0
3399,9045.0,9833.0
3400,9056.0,9835.0
3402,9059.0,9841.0
3403,9060.0,9843.0
3405,9066.0,9845.0
3410,9068.0,9852.0
3411,9070.0,9855.0
3412,9072.0,9866.0
3415,9083.0,9874.0
3416,9087.0,9890.0
3417,9107.0,9893.0
3418,9113.0,9912.0
3419,9117.0,9913.0
3420,9119.0,9915.0
3424,9120.0,9918.0
3425,9128.0,9921.0
3427,9129.0,9927.0
3428,9136.0,9934.0
3430,9137.0,9948.0
3433,9142.0,9950.0
3437,9144.0,9951.0
3438,9150.0,9952.0
3440,9165.0,9955.0
3442,9168.0,9959.0
3445,9175.0,9961.0
3447,9185.0,9963.0
3448,9189.0,9965.0
3449,9192.0,9968.0
3451,9201.0,9974.0
3452,9202.0,9978.0
3453,9217.0,9983.0
3461,9219.0,9993.0
3463,9226.0,9995.0
3465,9227.0,10007.0
3466,9233.0,10008.0
3467,9240.0,10018.0
3472,9247.0,10021.0
3475,9255.0,10024.0
3477,9258.0,10027.0
3478,9259.0,10030.0
3479,9274.0,10036.0
3480,9280.0,10043.0
3481,9283.0,10054.0
3483,9284.0,10059.0
3484,9285.0,10062.0
3485,9300.0,10083.0
3486,9306.0,10089.0
3487,9314.0,10097.0
3488,9316.0,10109.0
3490,9319.0,10112.0
3491,9321.0,10114.0
3495,9325.0,10120.0
3497,9327.0,10126.0
3498,9329.0,10127.0
3499,9336.0,10143.0
3500,9346.0,10144.0
3502,9355.0,10145.0
3503,9373.0,10148.0
3504,9375.0,10155.0
3508,9376.0,10157.0
3509,9385.0,10162.0
3510,9386.0,10172.0
3512,9391.0,10178.0
3515,9398.0,10179.0
3519,9400.0,10182.0
3520,9407.0,10190.0
3521,9409.0,10193.0
3523,9417.0,10203.0
3524,9427.0,10204.0
3526,9433.0,10205.0
3528,9437.0,10212.0
3530,9447.0,10218.0
3531,9448.0,10222.0
3538,9458.0,10228.0
3542,9460.0,10229.0
3543,9475.0,10231.0
3546,9477.0,10246.0
3547,9479.0,10250.0
3548,9483.0,10256.0
3549,9486.0,10258.0
3551,9490.0,10265.0
3552,9491.0,10267.0
3554,9494.0,10268.0
3555,9496.0,10271.0
3557,9511.0,10272.0
3559,9519.0,10273.0
3561,9531.0,10274.0
3562,9532.0,10278.0
3563,9540.0,10281.0
3564,9541.0,10285.0
3567,9554.0,10289.0
3568,9557.0,10290.0
3569,9570.0,10293.0
3570,9577.0,10298.0
3573,9580.0,10306.0
3575,9581.0,10309.0
3576,9583.0,10314.0
3577,9586.0,10341.0
3578,9587.0,10343.0
3579,9588.0,10346.0
3580,9591.0,10351.0
3581,9594.0,10358.0
3582,9598.0,10363.0
3583,9602.0,10364.0
3586,9605.0,10369.0
3588,9607.0,10377.0
3589,9616.0,10383.0
3590,9622.0,10390.0
3591,9625.0,10392.0
3592,9641.0,10394.0
3593,9644.0,10395.0
3594,9650.0,10398.0
3599,9654.0,10405.0
3600,9655.0,10406.0
3602,9656.0,10409.0
3603,9662.0,10413.0
3604,9667.0,10416.0
3605,9676.0,10418.0
3607,9685.0,10434.0
3608,9692.0,10437.0
3609,9709.0,10441.0
3613,9710.0,10452.0
3614,9719.0,10460.0
3616,9720.0,10475.0
3618,9724.0,10485.0
3622,9725.0,10487.0
3624,9732.0,10493.0
3626,9738.0,10498.0
3627,9743.0,10499.0
3628,9751.0,10504.0
3631,9752.0,10507.0
3632,9754.0,10509.0
3634,9755.0,10513.0
3636,9764.0,10514.0
3637,9765.0,10516.0
3638,9783.0,10525.0
3641,9794.0,10533.0
3643,9803.0,10538.0
3645,9807.0,10542.0
3647,9813.0,10543.0
3648,9821.0,10547.0
3649,9823.0,10558.0
3650,9829.0,10559.0
3653,9836.0,10560.0
3654,9838.0,10566.0
3656,9844.0,10574.0
3657,9846.0,10589.0
3658,9858.0,10598.0
3660,9859.0,10599.0
3661,9867.0,10604.0
3664,9869.0,10605.0
3666,9872.0,10609.0
3667,9873.0,10610.0
3671,9876.0,10614.0
3672,9880.0,10620.0
3673,9882.0,10627.0
3674,9883.0,10630.0
3675,9887.0,10635.0
3676,9888.0,10638.0
3677,9904.0,10640.0
3679,9911.0,10648.0
3680,9914.0,10652.0
3681,9920.0,10667.0
3683,9924.0,10676.0
3684,9925.0,10679.0
3686,9926.0,10684.0
3687,9929.0,10686.0
3688,9932.0,10702.0
3690,9941.0,10703.0
3691,9942.0,10716.0
3692,9949.0,10717.0
3693,9953.0,10719.0
3694,9970.0,10720.0
3695,9972.0,10728.0
3697,9977.0,10730.0
3698,9979.0,10739.0
3704,9982.0,10741.0
3705,9985.0,10751.0
3706,9992.0,10756.0
3709,10006.0,10760.0
3712,10025.0,10764.0
3713,10038.0,10767.0
3714,10045.0,10769.0
3715,10048.0,10771.0
3719,10049.0,10780.0
3720,10055.0,10782.0
3721,10063.0,10787.0
3722,10066.0,10795.0
3724,10071.0,10804.0
3726,10080.0,10806.0
3728,10082.0,10816.0
3729,10086.0,10817.0
3731,10087.0,10825.0
3732,10091.0,10829.0
3733,10093.0,10830.0
3736,10094.0,10833.0
3738,10102.0,10851.0
3739,10111.0,10853.0
3740,10130.0,10857.0
3742,10134.0,10863.0
3743,10139.0,10865.0
3744,10141.0,10867.0
3746,10146.0,10872.0
